question_id,question,image,option_1,option_2,option_3,option_4,answer,correct_option_text,explanation,difficulty,topic,question_type,key_terms
Q0011,최종호흡 시 '2단계 완전 호흡'의 올바른 순서는?,,흉식호흡 후 복식호흡,복식호흡 후 흉식호흡,어깨를 먼저 들고 가슴을 채움,복부와 가슴을 동시에 팽창,2,복식호흡 후 흉식호흡,"먼저 복부를 채우는 복식호흡을 하고, 이어서 가슴을 채우는 흉식호흡으로 넘어가는 2단계 호흡을 한다.",hard,호흡 주기,완전 호흡 테크닉,"완전호흡, 2단계"
Q0012,프리다이빙에서 '초과호흡(Hyperventilation)'을 금지하는 주된 이유는?,,산소 농도를 너무 높여서 산소 중독을 유발하므로,폐활량을 감소시키므로,이산화탄소 농도를 낮춰 호흡 충동을 지연시키고 의식상실 위험을 높이므로,심박수를 너무 느리게 만들어서,3,이산화탄소 농도를 낮춰 호흡 충동을 지연시키고 의식상실 위험을 높이므로,"초과호흡은 체내 산소를 증가시키지 않으면서 이산화탄소만 배출시켜, 호흡 욕구를 지연시키고 예고 없는 의식상실(BO)을 유발할 수 있다.",hard,안전,초과호흡의 위험성,"초과호흡, CO2"
Q0013,숨참기 단계에서 호흡을 하고 싶은 충동(Urge to breathe)을 느끼게 하는 주된 원인은?,,산소(O2​) 부족,이산화탄소(CO2​) 증가,질소(N2​) 축적,젖산 분비,2,이산화탄소(CO2​) 증가,인체는 산소 부족보다 이산화탄소 농도 증가에 더 민감하게 반응하여 호흡 충동을 일으킨다.,medium,호흡 주기,호흡 충동의 원인,"호흡충동, 이산화탄소"
Q0014,숨을 참는 동안 호흡 근육이 이산화탄소를 배출하기 위해 움직이는 현상을 무엇이라 하는가?,,이완 (Relaxation),수축 (Contraction),마비 (Paralysis),팽창 (Expansion),2,수축 (Contraction),호흡 근육(횡격막 등)이 호흡을 재개하려는 경련성 움직임을 '수축'이라고 한다.,medium,호흡 주기,수축의 정의,"수축, 호흡근육"
Q0015,무호흡 후 수면 위로 올라와서 가장 먼저 해야 할 행동은?,,마스크 벗기,회복호흡 (Recovery Breathing),버디와 대화하기,즉시 다시 잠수하기,2,회복호흡 (Recovery Breathing),수면에 도착하면 즉시 폐의 묵은 공기를 내뱉고 신선한 공기를 마시는 회복호흡을 해야 한다.,easy,호흡 주기,회복호흡의 중요성,"회복호흡, 우선순위"
Q0016,올바른 회복호흡(Recovery Breathing) 방법으로 적절한 것은?,,폐의 공기를 완전히 다 뱉어내고 천천히 들이마신다.,수동적으로 반쯤 내뱉고 빠르고 크게 들이마신다.,숨을 멈추고 침을 삼킨다.,코로만 얕게 숨을 쉰다.,2,수동적으로 반쯤 내뱉고 빠르고 크게 들이마신다.,"편안한 수동적 반 날숨 후, 입을 크게 벌리고 '호우프' 소리를 내며 빠르고 강하게 들이마시는 동작을 반복한다.",hard,호흡 주기,회복호흡 테크닉,"회복호흡, 방법"
Q0017,회복호흡은 최소 몇 회 이상 반복해야 하는가?,,1회,2회,3회,5회,3,3회,안전을 위해 회복호흡은 최소 3회 이상 반복해야 한다.,medium,호흡 주기,회복호흡 횟수,"회복호흡, 3회"
Q0018,회복호흡 시 어지러움증(현기증)을 예방하기 위해 권장되는 자세는?,,서 있는 자세,엎드린 자세,앉거나 지지대를 잡은 자세,물구나무 자세,3,앉거나 지지대를 잡은 자세,급격한 혈압 변화 등으로 인한 어지러움이나 실신을 방지하기 위해 앉거나 부이 등을 잡고 수행해야 한다.,medium,호흡 주기,회복호흡 자세,"회복호흡, 자세"
Q0019,"보일의 법칙에 따르면, 수심 10m(2bar)에서의 기체 부피는 수면(1bar) 대비 어떻게 변하는가?",,변하지 않는다.,1/2로 줄어든다.,1/3로 줄어든다.,2배로 늘어난다.,2,1/2로 줄어든다.,압력이 2배(2bar)가 되면 기체의 부피는 반비례하여 1/2로 감소한다.,medium,압력과 평형,보일의 법칙 적용,"보일의법칙, 10m"
Q0020,다음 중 프리다이빙 시 압력평형(Equalization)이 필요한 신체 공간이 아닌 것은?,,중이 (Middle Ear),부비강 (Sinus),폐 (Lungs),위장 (Stomach),4,위장 (Stomach),"압력평형이 필요한 공기 공간은 귀(중이), 부비강, 마스크, 폐 등이며, 위장은 해당하지 않는다.",easy,압력과 평형,압력평형 대상 공간,"압력평형, 공간"
Q0021,"압력평형 기술 중, 코를 잡고 배나 가슴의 힘으로 숨을 내뱉으려 하여 공기를 귀로 보내는 방식은?",,프렌젤 (Frenzel),발살바 (Valsalva),BTV (VTO),토인비 (Toynbee),2,발살바 (Valsalva),호흡 근육의 힘(복부/흉부 압력)을 이용하여 압력평형을 하는 기술은 발살바이다.,medium,압력과 평형,압력평형 기술 구분,"발살바, 기술"
Q0022,"압력평형 기술 중, 혀의 뒷부분을 피스톤처럼 사용하여 공기를 밀어 넣으며 복부의 움직임이 없는 방식은?",,프렌젤 (Frenzel),발살바 (Valsalva),BTV (VTO),토인비 (Toynbee),1,프렌젤 (Frenzel),"혀를 이용하여 구강 내 공기를 압축해 비강으로 보내는 기술로, 횡격막의 움직임이 없는 것이 특징이다.",medium,압력과 평형,압력평형 기술 구분,"프렌젤, 기술"
Q0023,하강 시 마스크 압착(Mask Squeeze)을 방지하기 위해 해야 할 행동은?,,마스크를 꽉 누른다.,입으로 공기를 내뱉는다.,코를 통해 마스크 안으로 공기를 내보낸다.,마스크 안에 물을 채운다.,3,코를 통해 마스크 안으로 공기를 내보낸다.,줄어든 마스크 내부 부피를 보상하기 위해 코로 공기를 불어 넣어야 한다.,easy,압력과 평형,마스크 압착 방지,"마스크압착, 예방"
Q0024,압력평형을 수행해야 하는 가장 적절한 시점은?,,귀에 통증이 느껴질 때,고막이 찢어질 것 같을 때,압력이 느껴지기 전 또는 느껴지자마자 (통증 이전),바닥에 도착했을 때,3,압력이 느껴지기 전 또는 느껴지자마자 (통증 이전),"절대 통증이 느껴질 때까지 기다리면 안 되며, 압력 변화가 느껴지면 즉시 또는 미리 자주 해야 한다.",easy,압력과 평형,압력평형 타이밍,"압력평형, 시기"
Q0025,감기나 알레르기로 인해 코가 막혔을 때(충혈) 프리다이버가 취해야 할 행동은?,,충혈 완화제를 사용하고 다이빙한다.,세게 불어서 뚫고 다이빙한다.,다이빙을 하지 않는다.,얕은 수심에서만 다이빙한다.,3,다이빙을 하지 않는다.,"약물 사용은 약효가 떨어질 때 역압착 등의 위험이 있으므로, 건강이 회복될 때까지 다이빙을 중단해야 한다.",medium,압력과 평형,건강 상태와 다이빙,"코막힘, 다이빙중단"
Q0026,프리다이빙 안전의 제1원칙은 무엇인가?,,자신의 한계를 시험하라.,항상 버디와 함께 다이빙하라.,최고급 장비를 사용하라.,빠르게 하강하라.,2,항상 버디와 함께 다이빙하라.,"Never Dive Alone', 즉 버디 시스템은 프리다이빙의 가장 기본적이고 중요한 안전 수칙이다.",easy,안전,안전 수칙 제1원칙,"버디시스템, 안전"
Q0027,LMC(운동신경조절장애)의 정의로 가장 적절한 것은?,,수심 깊은 곳에서 발생하는 질소 마취,수면으로 올라온 후 발생하는 저산소 발작,하강 중 발생하는 압력 손상,다이빙 전 발생하는 과호흡 증상,2,수면으로 올라온 후 발생하는 저산소 발작,LMC(Loss of Motor Control)는 다이빙 후 수면에서 산소 부족으로 인해 운동 제어 능력을 상실하는 상태이다.,medium,안전,LMC 정의,"LMC, 정의"
Q0028,LMC의 대표적인 증상이 아닌 것은?,,경련성 움직임 (삼바),멍한 눈빛 (초점 흐림),명확하고 논리적인 대화 가능,미흡한 반응 또는 무반응,3,명확하고 논리적인 대화 가능,LMC 상태에서는 운동 조절 능력이 상실되므로 정상적인 대화나 반응이 어렵다.,easy,안전,LMC 증상,"LMC, 증상"
Q0029,"BO(의식상실, Blackout)의 정의는?",,일시적인 시력 상실,저산소증으로 인한 일시적 의식 소실,다리에 쥐가 나는 현상,귀에 통증이 오는 현상,2,저산소증으로 인한 일시적 의식 소실,뇌가 산소를 보존하기 위해 기능을 멈추며 발생하는 의식 상실 상태이다.,easy,안전,BO 정의,"BO, 정의"
Q0030,의식상실(BO)이 발생한 다이버를 구조하기 위한 절차인 'SAFE'에서 'S'가 의미하는 것은?,,Safety (안전),Surface (수면 확보),Secure (고정),Speed (속도),2,Surface (수면 확보),SAFE의 첫 단계는 조난자를 수면으로 데리고 올라오는 것이다.,medium,안전,SAFE 구조 절차,"SAFE, Surface"
Q0031,SAFE' 절차에서 'A'가 의미하는 것은?,,Airways (기도 확보),Air (공기 주입),Alert (경보),Ask (질문),1,Airways (기도 확보),조난자의 기도가 물에 잠기지 않도록 물 밖으로 유지하는 것이다.,medium,안전,SAFE 구조 절차,"SAFE, Airways"
Q0032,SAFE' 절차에서 'FE'가 의미하는 것은?,,Fast Exit (빠른 출수),Facial Equipment (안면 장비 제거),Feet Elevate (다리 들어올리기),First Enforce (우선 조치),2,Facial Equipment (안면 장비 제거),"마스크, 노즈클립 등 안면 장비를 제거하여 호흡을 돕고 안면 수용체를 자극한다.",medium,안전,SAFE 구조 절차,"SAFE, 장비제거"
Q0033,구조 후 의식을 깨우기 위한 'BTT' 절차의 올바른 순서는?,,Blow - Tap - Talk,Beat - Touch - Take,Breath - Talk - Tap,Blow - Tickle - Touch,1,Blow - Tap - Talk,"불기(Blow), 두드리기(Tap), 말하기(Talk) 순서로 자극을 주어 의식 회복을 유도한다.",medium,안전,BTT 절차,"BTT, 순서"
Q0034,BTT 절차 중 'Blow(불기)'는 어느 부위에 해야 효과적인가?,,입 안,귓속,눈 주변 피부,손바닥,3,눈 주변 피부,눈 주변의 안면 수용체(Baroreceptors)를 자극하여 다이빙 반사를 깨고 호흡을 유도하기 위함이다.,hard,안전,BTT 세부 내용,"Blow, 눈주변"
Q0035,BTT를 10~15초간 실시했음에도 호흡이 돌아오지 않을 경우 다음 단계는?,,계속 BTT를 반복한다.,구조호흡(인공호흡)을 실시한다.,물을 먹인다.,뺨을 세게 때린다.,2,구조호흡(인공호흡)을 실시한다.,자극에도 반응이 없으면 기도를 확보하고 최대 5회의 구조호흡을 실시해야 한다.,hard,안전,구조 단계,"구조호흡, 5회"
Q0036,LMC나 BO를 겪은 다이버에게 권장되는 사항은?,,10분 휴식 후 다시 다이빙한다.,당일 다이빙을 즉시 중지한다.,얕은 수심에서 연습을 계속한다.,따뜻한 물을 마시고 바로 입수한다.,2,당일 다이빙을 즉시 중지한다.,"신체적, 정신적 회복과 원인 분석을 위해 당일 다이빙은 반드시 중단해야 한다.",easy,안전,사고 후 조치,다이빙중지
Q0037,프리다이빙을 할 때 적절한 중량납(Weight) 착용 여부를 확인하는 '날숨 테스트'의 기준은?,,숨을 들이마셨을 때 가라앉지 않아야 한다.,숨을 내쉬었을 때 수면에서 가라앉지 않고 떠 있어야 한다.,숨을 내쉬었을 때 바닥까지 천천히 가라앉아야 한다.,중량납 없이 다이빙해야 한다.,2,숨을 내쉬었을 때 수면에서 가라앉지 않고 떠 있어야 한다.,"과중량을 방지하기 위해, 수면에서 숨을 내쉬어도 가라앉지 않는 중성 부력을 유지해야 한다.",hard,안전,웨이트 체크,"날숨테스트, 중성부력"
Q0038,프리다이빙 하강 전 스노클을 입에서 제거해야 하는 가장 중요한 이유는?,,물의 저항을 줄이기 위해,멋있어 보이기 위해,의식상실 시 기도로 물이 유입되는 것을 막기 위해,턱 관절을 보호하기 위해,3,의식상실 시 기도로 물이 유입되는 것을 막기 위해,스노클을 물고 기절하면 기도가 열린 상태가 되어 물이 폐로 들어갈 위험(익수)이 크다.,medium,안전,스노클 안전 수칙,"스노클제거, 기도보호"
Q0039,침수 이뇨(Immersion Diuresis)' 현상으로 인해 프리다이버가 특히 신경 써야 할 것은?,,염분 섭취 제한,수분 섭취 (Hydration),다이어트,수면,2,수분 섭취 (Hydration),물속 압력으로 인해 이뇨 작용이 활발해져 탈수가 오기 쉬우므로 물을 자주 마셔야 한다.,medium,안전,생리학적 현상,"침수이뇨, 수분섭취"
Q0040,한번의 스쿠버 다이빙 후 프리다이빙을 하기 위해 권장되는 최소 대기 시간은?,,대기 시간 없음,6시간,12시간,24시간,3,12시간,잔류 질소로 인한 감압병 위험을 피하기 위해 단일 스쿠버 다이빙 후에는 최소 12시간을 대기해야 한다.,medium,안전,스쿠버와 프리다이빙,"대기시간, 12시간"
Q0041,두 번 이상의 스쿠버 다이빙을 한 후 프리다이빙을 하기 위해 권장되는 최소 대기 시간은?,,12시간,18시간,24시간,48시간,3,24시간,반복적인 스쿠버 다이빙 후에는 질소 배출을 위해 최소 24시간을 기다려야 한다.,medium,안전,스쿠버와 프리다이빙,"대기시간, 24시간"
Q0042,프리다이빙 중 수중에 있는 스쿠버 다이버로부터 공기를 받아 마시면 안 되는 이유는?,,공기 맛이 다르기 때문에,예의가 아니기 때문에,폐 팽창 상해 및 감압병 위험이 있기 때문에,스쿠버 다이버의 공기가 부족해지므로,3,폐 팽창 상해 및 감압병 위험이 있기 때문에,"수심에서 압축 공기를 마시면 신체가 스쿠버 모드가 되어, 숨을 참고 상승할 때 폐가 팽창하여 다칠 위험이 있다.",hard,안전,혼합 다이빙 금지,"공기공유금지, 폐팽창"
Q0043,수영장이나 제한 수역에서 숨을 참고 물 위에 엎드려 시간을 측정하는 종목은?,,CWT (Constant Weight),DYN (Dynamic),STA (Static Apnea),FIM (Free Immersion),3,STA (Static Apnea),스테틱 압니어(STA)는 정지 상태에서 숨참기 시간을 측정하는 종목이다.,easy,종목,STA 정의,"STA, 숨참기"
Q0044,핀을 착용하고 잠영으로 수평 이동 거리를 측정하는 종목의 약자는?,,STA,DYN (Dynamic with Fins),DNF,VWT,2,DYN (Dynamic with Fins),다이내믹 위드 핀스(DYN)는 핀을 차고 수평으로 이동하는 거리를 겨루는 종목이다.,easy,종목,DYN 정의,"DYN, 핀수영"
Q0045,핀 없이 수영(평영 등)으로 수평 이동 거리를 측정하는 종목은?,,DYN,DNF (Dynamic No Fins),CNF,FIM,2,DNF (Dynamic No Fins),다이내믹 노 핀스(DNF)는 핀 없이 팔과 다리를 이용해 수평 이동 거리를 측정한다.,easy,종목,DNF 정의,"DNF, 노핀"
Q0046,"해양 종목 중, 핀을 차고 웨이트 변화 없이 하강 및 상승하는 가장 대표적인 종목은?",,CWT (Constant Weight),CNF,FIM,VWT,1,CWT (Constant Weight),컨스탄트 웨이트(CWT)는 핀을 사용해 자력으로 내려갔다 올라오는 종목이다.,medium,종목,CWT 정의,"CWT, 해양"
Q0047,핀을 사용하지 않고 유도줄을 잡고 당겨서 하강 및 상승하는 종목은?,,CWT,FIM (Free Immersion),VWT,NLT,2,FIM (Free Immersion),프리 이머젼(FIM)은 핀 없이 줄을 당기는 힘을 이용해 수심을 타는 종목이다.,medium,종목,FIM 정의,"FIM, 줄당기기"
Q0048,"무거운 썰매를 타고 하강하고, 상승 시에는 핀이나 줄을 이용하여 스스로 올라오는 종목은?",,CWT,VWT (Variable Weight),NLT,STA,2,VWT (Variable Weight),"베리어블 웨이트(VWT)는 하강 시 무게 장비의 도움을 받고, 상승 시에는 무게를 버리고 자력으로 올라온다.",hard,종목,VWT 정의,"VWT, 가변웨이트"
Q0049,"썰매를 타고 하강하고, 공기 주머니(리프트 백) 등을 이용해 기계적으로 상승하는 종목은?",,VWT,NLT (No Limits),CWT,FIM,2,NLT (No Limits),노 리미츠(NLT)는 하강과 상승 모두 장비의 도움을 받는 무제한 수심 종목이다.,hard,종목,NLT 정의,"NLT, 노리미츠"
Q0050,CWT나 CNF 종목에서 유도줄을 잡을 수 있는 유일한 순간은 언제인가?,,힘들 때 언제나,하강 중 멈출 때,바닥에서 방향 전환(Turn) 할 때,상승 시작 직후,3,바닥에서 방향 전환(Turn) 할 때,"턴을 할 때만 줄을 잡을 수 있으며, 그 외 이동 중 줄을 잡으면 실격 사유가 된다.",hard,종목,경기 규칙,"턴, 줄잡기"
Q0051,프리다이빙 마스크의 특징으로 가장 권장되는 것은?,,내부 부피가 큰 것 (High Volume),내부 부피가 작은 것 (Low Volume),화려한 색상,귀마개가 달린 것,2,내부 부피가 작은 것 (Low Volume),마스크 압착 해소를 위해 소모되는 공기량을 줄이기 위해 내부 부피가 작은 마스크가 유리하다.,medium,장비,마스크 선택 기준,"마스크, 저용량"
Q0052,프리다이빙 핀(오리발)이 일반 스쿠버 핀보다 긴 주된 이유는?,,멋있어 보이기 위해,적은 동작으로 더 큰 추진력(파워)을 얻기 위해,무겁게 만들기 위해,균형을 잡기 위해,2,적은 동작으로 더 큰 추진력(파워)을 얻기 위해,긴 블레이드는 물을 더 효율적으로 밀어내어 적은 힘으로도 큰 추진력을 제공한다.,medium,장비,핀의 특징,"롱핀, 추진력"
Q0053,두 발을 하나의 핀에 넣어 돌고래처럼 움직이는 핀의 종류는?,,바이핀 (Bi-fins),모노핀 (Monofin),숏핀 (Short fins),스플릿 핀 (Split fins),2,모노핀 (Monofin),모노핀은 두 발을 모아 사용하며 강력한 힘을 내지만 별도의 기술 습득이 필요하다.,medium,장비,핀 종류,모노핀
Q0054,웨이트 벨트(중량납 벨트)의 재질로 고무(Rubber)가 나일론보다 권장되는 이유는?,,가격이 저렴해서,색상이 다양해서,신축성이 있어 수압에 의해 수트가 압축되어도 몸에 밀착되므로,물에 잘 떠서,3,신축성이 있어 수압에 의해 수트가 압축되어도 몸에 밀착되므로,"수심에서 수트 부피가 줄어들 때 나일론 벨트는 헐거워져 돌아가지만, 고무 벨트는 신축성으로 밀착 상태를 유지한다.",hard,장비,벨트 재질 선택,"고무벨트, 신축성"
Q0055,깊은 수심 다이빙 시 다이버와 유도줄을 연결하여 안전을 확보하는 장비는?,,웨이트 벨트,스노클,랜야드 (Lanyard),부이,3,랜야드 (Lanyard),랜야드는 다이버가 조류에 떠내려가거나 줄을 놓치는 것을 방지하고 구조 시 다이버를 끌어올리는 역할을 한다.,medium,장비,안전 장비,"랜야드, 연결"
