question_id,question,image,option_1,option_2,option_3,option_4,answer,correct_option_text,explanation,difficulty,topic,question_type,key_terms
Q0019,프렌젤(Frenzel) 압력평형 기술의 특징은?,,횡격막을 강하게 수축한다,후두개를 닫고 혀를 피스톤처럼 움직여 공기를 보낸다,배에 힘을 준다,코를 잡지 않고 한다,2,후두개를 닫고 혀를 피스톤처럼 움직여 공기를 보낸다,횡격막을 쓰지 않고 구강 내 공기만을 이용하므로 더 효율적이고 깊은 수심에서 유리합니다.,hard,압력평형,기술,프렌젤
Q0020,하강 중 압력평형을 해야 하는 타이밍은?,,귀가 아플 때,바닥에 도착했을 때,"압력이 느껴지기 전 미리, 그리고 자주",상승할 때,3,"압력이 느껴지기 전 미리, 그리고 자주",통증이 느껴지면 이미 늦은 것이므로 아프기 전에 미리 해야 합니다.,easy,압력평형,타이밍,압력평형 빈도
Q0021,마스크 압착(Squeeze)을 방지하는 방법은?,,마스크를 꽉 조인다,입으로 숨을 내쉰다,코로 마스크 안에 공기를 불어 넣는다,마스크에 물을 채운다,3,코로 마스크 안에 공기를 불어 넣는다,줄어드는 마스크 내부 부피를 보상하기 위해 코로 공기를 불어넣어야 합니다.,easy,압력평형,기술,마스크 압착
Q0022,스쿠버 다이빙 후 프리다이빙을 하기 위해 권장되는 최소 휴식 시간은?,,1시간,6시간,12시간,24시간,3,12시간,감압병 예방을 위해 스쿠버 1회 후 최소 12시간 휴식을 권장합니다. (여러 번 했을 경우 24시간),medium,안전,규정,"스쿠버다이빙,휴식시간"
Q0023,LMC(운동신경조절장애)의 증상이 아닌 것은?,,경련(Samba),눈의 초점 흐림,의식의 완전한 소실,제어할 수 없는 움직임,3,의식의 완전한 소실,"LMC는 의식은 살아있으나 운동 제어가 안 되는 상태이며, 의식 소실은 블랙아웃입니다.",medium,안전,증상,"LMC,증상"
Q0024,블랙아웃(BO) 발생 시 구조 절차(SAFE)의 첫 번째 단계는?,,기도 확보,장비 제거,수면으로 이동(Surface),인공 호흡,3,수면으로 이동(Surface),가장 먼저 사고자를 물 위(수면)로 데리고 올라와야 합니다.,medium,구조,절차,"SAFE,구조"
Q0025,블랙아웃 구조 시 BTT 프로토콜의 순서는?,,Tap-Talk-Blow,Blow-Tap-Talk,Talk-Blow-Tap,Blow-Talk-Tap,2,Blow-Tap-Talk,얼굴에 바람 불기(Blow) -> 두드리기(Tap) -> 말 걸기(Talk) 순서로 자극을 줍니다.,medium,구조,절차,BTT
Q0026,프리다이빙 시 스노클을 입에서 빼고 하강해야 하는 이유는?,,공기 저항을 줄이기 위해,멋있어 보이기 위해,블랙아웃 시 기도로 물이 유입되는 것을 막기 위해,압력평형을 위해,3,블랙아웃 시 기도로 물이 유입되는 것을 막기 위해,스노클을 물고 기절하면 기도가 열려 물이 폐로 들어갈 위험이 매우 큽니다.,hard,안전,장비,"스노클,안전"
Q0027,웨이트 벨트를 착용하는 올바른 위치는?,,가슴,허리(배),골반(엉덩이 뼈),허벅지,3,골반(엉덩이 뼈),복식 호흡을 방해하지 않도록 배가 아닌 골반에 걸쳐 착용해야 합니다.,easy,장비,착용법,웨이트 벨트
Q0028,적절한 중량납(웨이트)의 기준(AIDA2)은?,,수면에서 가라앉을 정도,수심 5m에서 중성부력,수심 10m에서 중성부력,바닥에 빨리 닿을 정도,3,수심 10m에서 중성부력,얕은 수심 블랙아웃 예방과 안전한 상승을 위해 10m 중성부력을 권장합니다.,medium,장비,부력,"중성부력,웨이트"
Q0029,덕다이브(Duck dive) 입수 시 가장 먼저 해야 할 일은?,,다리를 찬다,이퀄라이징을 미리 하고 상체를 굽힌다,손으로 물을 젓는다,숨을 내뱉는다,2,이퀄라이징을 미리 하고 상체를 굽힌다,압력평형을 미리 확보하고 상체를 직각으로 굽혀 입수해야 효율적입니다.,medium,기술,자세,덕다이브
Q0030,CWT(Constant Weight) 종목의 설명으로 옳은 것은?,,줄을 잡고 내려간다,핀을 착용하고 웨이트 변화 없이 수영해서 다녀온다,웨이트를 버리고 올라온다,수영장에서 잠영한다,2,핀을 착용하고 웨이트 변화 없이 수영해서 다녀온다,CWT는 동일한 웨이트를 착용하고 핀 킥으로 하강 및 상승하는 종목입니다.,medium,종목,정의,CWT
Q0031,FIM(Free Immersion) 종목의 설명으로 옳은 것은?,,핀을 차고 내려간다,줄을 잡지 않는다,줄을 당겨서 하강하고 상승한다,썰매를 탄다,3,줄을 당겨서 하강하고 상승한다,FIM은 핀 없이 유도줄을 손으로 당겨 이동하는 방식입니다.,easy,종목,정의,FIM
Q0032,수심 상승 중 얕은 곳에서 발생할 수 있는 '얕은 수심 블랙아웃'의 주된 원인은?,,이산화탄소 증가,급격한 수압 감소로 인한 산소 분압 저하,체온 저하,다리 경련,2,급격한 수압 감소로 인한 산소 분압 저하,상승 시 주변 압력이 낮아지면 폐 속 산소 분압이 급격히 떨어져 뇌로 가는 산소가 부족해집니다.,hard,생리학,원리,"얕은 수심 블랙아웃,산소 분압"
Q0033,포유류 잠수 반응(MDR)의 효과가 아닌 것은?,,서맥(심박수 저하),말초 혈관 수축,혈액 이동(Blood shift),체온 상승,4,체온 상승,MDR은 산소 보존을 위한 반응으로 심박수 저하 등이 일어나며 체온 상승과는 무관합니다.,medium,생리학,현상,"MDR,포유류 잠수 반응"
Q0034,혈액 이동(Blood shift)' 현상이란 무엇인가?,,혈액이 다리로 쏠리는 현상,깊은 수심에서 혈액이 흉강(가슴)으로 모여 폐 압착을 막는 현상,혈액이 머리로 쏠려 두통을 유발하는 현상,피가 묽어지는 현상,2,깊은 수심에서 혈액이 흉강(가슴)으로 모여 폐 압착을 막는 현상,수압에 의해 폐가 찌그러지는 것을 막기 위해 혈액이 폐 주변 혈관으로 몰리는 보호 기전입니다.,hard,생리학,현상,"Blood shift,혈액 이동"
Q0035,상승 중 수면 근처에서 고개를 뒤로 젖히면(Look up) 안 되는 이유는?,,목 디스크 때문에,기도 압박 및 혈류 방해로 블랙아웃 위험이 커지기 때문,방향을 잃기 때문,속도가 느려지기 때문,2,기도 압박 및 혈류 방해로 블랙아웃 위험이 커지기 때문,목을 젖히면 경동맥을 압박하여 뇌 혈류를 방해하고 기도를 좁아지게 합니다.,hard,안전,자세,"상승 자세,고개"
Q0036,버디 시스템의 역할로 틀린 것은?,,다이버의 안전을 감시한다,다이버가 힘들 때 대신 다이빙해준다,사고 시 구조 활동을 한다,다이빙 전후 상태를 확인한다,2,다이버가 힘들 때 대신 다이빙해준다,"버디는 안전을 책임지는 파트너이지 대리인이 아닙니다. 'One up, One down' 원칙을 지켜야 합니다.",easy,안전,버디,버디 시스템
Q0037,AIDA2 레벨의 스테틱(STA) 통과 기준은?,,1분 30초,2분,3분,4분,2,2분,AIDA2 자격 취득을 위해서는 최소 2분 이상의 숨참기가 요구됩니다.,easy,과정,기준,"STA,이수 기준"
Q0038,AIDA2 레벨의 다이내믹(DYN) 통과 기준은?,,30m,40m,50m,60m,2,40m,수평 잠영(DYN)은 최소 40m를 통과해야 합니다.,easy,과정,기준,"DYN,이수 기준"
Q0039,AIDA2 레벨의 해양 수심(CWT) 통과 기준은?,,10~14m,12~15m,16~20m,20~30m,3,16~20m,해양 세션에서는 CWT로 16~20m 수심을 달성해야 합니다.,easy,과정,기준,"CWT,이수 기준"
Q0040,다이빙 중 귀에 통증이 느껴지면 어떻게 해야 하는가?,,무시하고 계속 내려간다,더 세게 압력평형을 시도한다,즉시 하강을 멈추고 통증이 사라질 때까지 약간 상승 후 다시 시도한다,빠르게 급상승한다,3,즉시 하강을 멈추고 통증이 사라질 때까지 약간 상승 후 다시 시도한다,통증은 손상의 신호이므로 무리하지 말고 뒤로 물러나 압력평형을 해결해야 합니다.,hard,압력평형,대처,"통증,압력평형"
Q0041,탈수(Dehydration)가 프리다이빙에서 잘 발생하는 이유(침수 이뇨)는?,,물을 너무 많이 마셔서,수압으로 혈액이 중심으로 쏠려 신장이 소변 배출을 늘리기 때문,땀을 많이 흘려서,공기가 건조해서,2,수압으로 혈액이 중심으로 쏠려 신장이 소변 배출을 늘리기 때문,혈액 이동으로 중심 혈액량이 늘어나면 몸은 수분이 과다하다고 착각하여 이뇨 작용을 촉진합니다.,hard,생리학,원리,"침수 이뇨,탈수"
Q0042,저체온증을 예방하기 위한 가장 좋은 장비는?,,핀,마스크,수트(Wetsuit),웨이트 벨트,3,수트(Wetsuit),수트는 체온을 보호하는 가장 주된 보온 장비입니다.,easy,장비,기능,"수트,보온"
Q0043,횡격막 수축(Contraction)이란 무엇인가?,,근육 경련의 일종,이산화탄소 배출을 위해 호흡 근육이 비자발적으로 움직이는 현상,위 경련,심장 박동,2,이산화탄소 배출을 위해 호흡 근육이 비자발적으로 움직이는 현상,"숨을 참으면 CO2가 쌓여 횡격막이 꿀렁거리는 수축 현상이 발생하며, 이는 정상적인 생리 반응입니다.",medium,생리학,현상,"횡격막 수축,호흡 충동"
Q0044,안전 끈(Lanyard)의 용도는?,,웨이트를 묶는 줄,다이버와 유도줄(라인)을 연결하여 조류에 떠내려가거나 깊이 가라앉는 것을 방지,버디와 몸을 묶는 줄,부이를 고정하는 줄,2,다이버와 유도줄(라인)을 연결하여 조류에 떠내려가거나 깊이 가라앉는 것을 방지,깊은 수심 다이빙 시 안전을 위해 다이버를 유도줄에 연결하는 필수 안전 장비입니다.,medium,장비,안전,렌야드
Q0045,부비동(Sinus) 압착이 발생했을 때 나타나는 증상은?,,귀의 통증,미간이나 이마 부위의 통증 및 코피,가슴 통증,복부 통증,2,미간이나 이마 부위의 통증 및 코피,부비동 내 공기 공간의 압력평형 실패 시 안면 통증이나 마스크 내 출혈이 발생할 수 있습니다.,medium,압력평형,상해,부비동 압착
Q0046,중이(Middle ear)와 연결되어 공기가 통하는 관의 이름은?,,유스타키오관(이관),반고리관,달팽이관,외이도,1,유스타키오관(이관),코 뒤쪽과 중이를 연결하는 이관을 통해 공기를 보내 압력평형을 합니다.,medium,해부학,구조,"이관,유스타키오관"
Q0047,프리다이빙 핀(Fins) 중 '바이핀(Bi-fins)'은 무엇인가?,,한 발에 하나씩 신는 두 짝의 핀,두 발을 모아 신는 하나의 큰 핀,손에 끼는 핀,오리발이 없는 핀,1,한 발에 하나씩 신는 두 짝의 핀,"양발에 각각 착용하는 일반적인 형태의 핀을 바이핀이라고 하며, 하나로 된 것은 모노핀입니다.",easy,장비,종류,바이핀
Q0048,의료 진술서(Medical Statement) 작성 시 'YES' 항목이 있을 경우 절차는?,,그냥 'NO'로 고친다,강사에게 구두로 설명한다,반드시 의사의 검진을 받고 서면 허가서를 제출해야 한다,본인 책임 하에 서명한다,3,반드시 의사의 검진을 받고 서면 허가서를 제출해야 한다,안전을 위해 병력이나 증상이 있는 경우 전문의의 다이빙 허가가 필수입니다.,hard,행정,절차,의료 진술서
Q0049,"One up, One down' 원칙의 의미는?",,한 번은 올라가고 한 번은 내려간다,한 명이 물속에 있으면 한 명은 반드시 수면에서 지켜본다,"한 명은 고수, 한 명은 하수여야 한다",위아래를 번갈아 본다,2,한 명이 물속에 있으면 한 명은 반드시 수면에서 지켜본다,철저한 1:1 안전 감시 시스템을 의미합니다.,easy,안전,원칙,버디 시스템
Q0050,블랙아웃이나 LMC 사고를 당한 다이버의 당일 다이빙 여부는?,,조금 쉬고 다시 한다,얕은 곳에서만 한다,당일 다이빙은 전면 중단한다,컨디션이 좋으면 한다,3,당일 다이빙은 전면 중단한다,뇌의 회복과 2차 사고 예방을 위해 사고 당일에는 절대 다시 다이빙하지 않아야 합니다.,hard,안전,규정,사고 대처
Q0051,프리다이빙 시 긴장을 완화(Relaxation)하는 방법으로 적절하지 않은 것은?,,신체 스캔(Body scan),복식 호흡,긍정적 시각화,빠른 흉식 호흡,4,빠른 흉식 호흡,빠르고 얕은 흉식 호흡은 심박수를 높이고 긴장을 유발하므로 피해야 합니다.,medium,호흡,기술,"이완,긴장완화"
Q0052,수중에서 스쿠버 다이버로부터 공기를 받아 마시면 위험한 이유는?,,공기가 오염되었을 수 있어서,폐 팽창 상해(폐 파열) 및 감압병 위험 때문에,스쿠버 다이버가 싫어해서,호흡 리듬이 깨져서,2,폐 팽창 상해(폐 파열) 및 감압병 위험 때문에,압축 공기를 마시고 숨을 참은 채 상승하면 폐가 팽창하여 파열될 수 있습니다.,hard,안전,금기,"스쿠버 공기,폐 파열"
Q0053,마스크의 내부 부피(Volume)가 작을수록(Low volume) 좋은 이유는?,,가벼워서,압력평형에 필요한 공기 소모량이 적어서,시야가 넓어서,물이 덜 들어와서,2,압력평형에 필요한 공기 소모량이 적어서,내부 공간이 작아야 적은 공기로도 쉽게 압착을 풀 수 있어 공기를 아낄 수 있습니다.,medium,장비,특징,"마스크,부피"
Q0054,프리다이빙 슈트의 재질로 가장 많이 사용되는 것은?,,면,나일론,네오프렌,고무,3,네오프렌,보온성과 신축성이 좋은 네오프렌 고무 발포 소재가 주로 사용됩니다.,easy,장비,소재,"슈트,네오프렌"
Q0055,다이빙 후 수면에 나와서 'OK' 사인을 보내는 이유는?,,기록을 확인하기 위해,강사에게 인사하기 위해,자신의 의식이 명료함을 버디에게 알리기 위해,사진을 찍기 위해,3,자신의 의식이 명료함을 버디에게 알리기 위해,단순히 살아있음이 아니라 의식이 온전함을 확인시켜주는 필수 절차입니다.,easy,안전,신호,OK 사인
Q0056,다음 중 압력평형 기술이 아닌 것은?,,발살바,프렌젤,토인비,보일,4,보일,보일은 기체 법칙의 이름이며 압력평형 기술 명칭이 아닙니다.,medium,압력평형,구분,압력평형 기술
Q0057,수심 20m의 절대 압력은 몇 기압(bar)인가?,,1 bar,2 bar,3 bar,4 bar,3,3 bar,대기압 1 + 수압 2(10m당 1) = 3 bar입니다.,easy,물리학,계산,압력 계산
Q0058,다이빙 전 준비 호흡 시 피해야 할 행동은?,,편안한 자세 유지,눈을 감고 집중,과도한 호흡(Hyperventilation),느린 호흡,3,과도한 호흡(Hyperventilation),초과호흡은 안전을 위협하므로 절대 금지해야 합니다.,medium,호흡,금기,"준비 호흡,초과호흡"
Q0059,프리다이빙 시 시선을 정면(진행 방향)이 아닌 약간 아래나 줄을 보라고 하는 이유는?,,목의 긴장을 풀고 기도를 확보하기 위해,바닥을 보기 위해,빛을 피하기 위해,물안경이 벗겨지지 않게 하기 위해,1,목의 긴장을 풀고 기도를 확보하기 위해,고개를 들면(Extension) 기도가 꺾여 압력평형이 어렵고 혈류가 방해받습니다.,medium,기술,자세,"시선 처리,헤드 포지션"
Q0060,다이빙 직전 마지막 호흡(Final Breath) 후 해야 할 행동은?,,스노클 제거,마스크 물 빼기,웨이트 조절,버디와 대화,1,스노클 제거,입수 직전 스노클을 입에서 빼야 안전합니다.,easy,안전,절차,스노클 제거
