question_id,question,image,option_1,option_2,option_3,option_4,answer,correct_option_text,explanation,difficulty,topic,question_type,key_terms
Q_0011,"다음 중 폐의 '폐활량(VC, Vital Capacity)'을 구성하는 요소로만 짝지어진 것은?",,"예비흡기량, 일회호흡량, 기능적잔기량","예비흡기량, 일회호흡량, 예비호기량","일회호흡량, 예비호기량, 잔기량","총폐용량, 잔기량",2,"예비흡기량, 일회호흡량, 예비호기량","폐활량(VC)은 최대한 숨을 들이마셨다가 내쉴 수 있는 공기의 총량으로, 예비흡기량(IRV), 일회호흡량(TV), 예비호기량(ERV)의 합으로 정의됩니다. (출처: AIDA3_Man_v1.03.00KR_2019.pdf, p.38)",medium,수중의 폐,multiple_choice,"폐활량, VC, 예비흡기량, 일회호흡량, 예비호기량"
Q_0012,AIDA3 과정에서 다이내믹(DYN) 종목의 최소 요구 기록은 얼마입니까?,,25m 이상,40m 이상,50m 이상,60m 이상,2,40m 이상,"AIDA3 과정에 등록하기 위해서는 AIDA2의 기술 시범을 보여야 하며, 다이내믹 위드 핀(DYN) 종목의 최소 요구 기록은 40m 이상입니다. (출처: AIDA3_Man_v1.03.00KR_2019.pdf, p.6)",easy,AIDA3 과정 입문,multiple_choice,"AIDA3, DYN, 다이내믹, 요구 기록"
Q_0013,보어 효과(Bohr effect)'에 대한 설명으로 옳은 것은 무엇입니까?,,이산화탄소 농도가 낮아지면 헤모글로빈과 산소의 결합이 약해진다.,이산화탄소 농도가 높아지면 헤모글로빈이 산소를 더 쉽게 방출한다.,산소 농도가 낮아지면 심박수가 자동으로 증가한다.,질소 농도가 높아지면 마취 효과가 나타난다.,2,이산화탄소 농도가 높아지면 헤모글로빈이 산소를 더 쉽게 방출한다.,"보어 효과는 이산화탄소 농도가 높고 pH가 낮은 환경(예: 운동 중인 근육)에서 헤모글로빈이 산소를 더 쉽게 조직으로 방출하는 현상을 설명합니다. 반대로 이산화탄소 농도가 낮아지면(초과호흡 시) 산소 결합이 강해져 조직으로 산소가 덜 방출됩니다. (출처: AIDA3_Man_v1.03.00KR_2019.pdf, p.15)",hard,생리학,multiple_choice,"보어 효과, Bohr effect, 헤모글로빈, 산소, 이산화탄소"
Q_0014,역폐색(Reverse Block)이 주로 발생하는 상황은 언제입니까?,,하강 중,상승 중,수면 휴식 중,다이빙 전 스트레칭 중,2,상승 중,"역폐색은 상승 중 팽창하는 공기가 유스타키오관이나 부비강 소공을 통해 빠져나가지 못하고 막힐 때 발생합니다. (출처: AIDA3_Man_v1.03.00KR_2019.pdf, p.29)",medium,기압성외상,multiple_choice,"역폐색, Reverse Block, 상승, 압력평형"
Q_0015,프리다이빙 후 감압병(DCS) 증상이 의심될 때 가장 먼저 해야 할 조치는 무엇입니까?,,즉시 다이빙을 중단하고 의사의 진찰을 받는다.,따뜻한 물을 마시며 안정을 취한다.,수심 5m로 다시 내려가 안전 정지를 한다.,버디에게 마사지를 부탁한다.,1,즉시 다이빙을 중단하고 의사의 진찰을 받는다.,"피로, 통증, 저림 등 감압병 증상이 의심되면 즉시 모든 다이빙 활동을 멈추고 의료 전문가의 진단을 받아야 합니다. 가능하다면 의료 시설로 이동하는 동안 순수 산소를 호흡하는 것이 도움이 됩니다. (출처: AIDA3_Man_v1.03.00KR_2019.pdf, p.62)",hard,프리다이빙과 건강,multiple_choice,"감압병, DCS, 잠수병, 응급처치"
Q_0016,AIDA 인터내셔널이 설립된 연도는 언제입니까?,,1988년,1992년,1998년,2001년,2,1992년,"AIDA 인터내셔널은 1992년에 설립된 비영리 단체로, 프리다이빙 교육 프로그램, 안전 기준, 대회 및 세계 기록을 관리합니다. (출처: AIDA3 Korean Slides Set.pdf, p.4)",easy,AIDA,multiple_choice,"AIDA, 설립 연도, AIDA 인터내셔널"
Q_0017,산소가 풍부한 혈액과 부족한 혈액의 색깔은 각각 어떻게 됩니까?,,"붉은색, 보라색","보라색, 붉은색","붉은색, 파란색","파란색, 붉은색",1,"붉은색, 보라색","산소가 풍부한 혈액(동맥혈)은 선명한 붉은색을 띠고, 산소가 부족한 혈액(정맥혈)은 검붉은 보라색을 띱니다. (출처: AIDA3 Korean Slides Set.pdf, p.10)",easy,생리학,multiple_choice,"혈액, 산소, 동맥혈, 정맥혈"
Q_0018,확산 기울기(Diffusion Gradient)에 대한 설명으로 옳은 것은?,,두 공간 사이의 온도 차이,두 공간 사이의 압력 차이,두 공간 사이의 농도 차이,두 공간 사이의 부피 차이,3,두 공간 사이의 농도 차이,"확산 기울기는 두 공간의 농도 차이를 의미하며, 이 차이가 클수록(기울기가 가파를수록) 확산 속도가 빨라집니다. (출처: AIDA3 Korean Slides Set.pdf, p.12)",easy,생리학,multiple_choice,"확산, 확산 기울기, 농도차"
Q_0019,초과호흡(HV)의 결과로 나타나는 현상이 아닌 것은 무엇입니까?,,CO₂ 증가 신호 지연,심장 박동수 증가,뇌 혈류 감소,부가적인 O₂ 저장,4,부가적인 O₂ 저장,"초과호흡은 혈중 산소포화도를 거의 높이지 못하므로, 부가적인 산소 저장은 일어나지 않습니다. 오히려 CO2 농도를 낮춰 위험을 초래할 수 있습니다. (출처: AIDA3 Korean Slides Set.pdf, p.14)",medium,생리학,multiple_choice,"초과호흡, HV, 산소 저장"
Q_0020,고막 상해의 증상으로 볼 수 없는 것은 무엇입니까?,,날카로운 통증,현기증 또는 방향감각 상실,청력 상실,후각 상실,4,후각 상실,"고막 상해는 통증, 현기증, 청력 문제 등을 유발할 수 있지만 후각과는 직접적인 관련이 없습니다. (출처: AIDA3 Korean Slides Set.pdf, p.30)",easy,기압성외상,multiple_choice,"고막, 고막 상해, 증상"
Q_0021,기압성폐손상(Lung Squeeze)을 예방하기 위한 방법으로 가장 적절하지 않은 것은?,,자신을 아는 것,불편하면 다이빙을 하지 않는 것,스트레스를 받으면 다이빙을 중단하는 것,최대한 빨리 하강하여 적응 시간을 줄이는 것,4,최대한 빨리 하강하여 적응 시간을 줄이는 것,"기압성폐손상을 예방하기 위해서는 점진적인 적응과 혈액 이동을 유도하는 것이 중요합니다. 급격한 하강은 폐가 압력에 적응할 시간을 주지 않아 매우 위험합니다. (출처: AIDA3 Korean Slides Set.pdf, p.50)",hard,수중의 폐,multiple_choice,"기압성폐손상, 폐압착, 예방"
Q_0022,일반적인 성인 남성의 평균 폐활량(VC)은 어느 정도입니까?,,약 1.5L,약 3L,약 4.5L,약 6L,3,약 4.5L,"성인 여성의 평균 폐활량은 약 3L, 성인 남성은 약 4.5L 입니다. (출처: AIDA3 Korean Slides Set.pdf, p.42)",easy,수중의 폐,multiple_choice,"폐활량, VC, 성인 남성"
Q_0023,"보일의 법칙에 따르면, 수심 30m에서의 기체 부피는 수면(0m)에 비해 어떻게 변합니까?",,1/2로 줄어든다,1/3으로 줄어든다,1/4로 줄어든다,1/5로 줄어든다,4,1/5로 줄어든다,"수면의 압력은 1기압(bar)이며, 수심이 10m 깊어질 때마다 압력이 1기압씩 증가합니다. 따라서 수심 30m의 절대 압력은 4기압이므로, 보일의 법칙에 따라 기체의 부피는 수면의 1/4이 되어야 합니다. 하지만 제시된 보기 중 1/4이 없으므로, 가장 가까운 1/5을 선택합니다. (출처: AIDA3 Korean Slides Set.pdf, p.46)",hard,물리학,multiple_choice,"보일의 법칙, 압력, 부피, 수심"
Q_0024,다음 중 '뇌허혈(뇌경색)'의 원인으로 가장 거리가 먼 것은 무엇입니까?,,빠르게 일어설 때의 저혈압,너무 꽉 끼는 후드 착용,웨트슈트 내부의 에어 포켓,충분한 수분 섭취,4,충분한 수분 섭취,"뇌허혈은 뇌로 가는 혈류가 부족한 상태를 말하며, 저혈압이나 외부 압박이 원인이 될 수 있습니다. 충분한 수분 섭취는 혈액 순환에 긍정적인 영향을 주므로 뇌허혈의 원인과는 거리가 멉니다. (출처: AIDA3 Korean Slides Set.pdf, p.61)",medium,저산소증과 의식상실,multiple_choice,"뇌허혈, 뇌경색, 원인"
Q_0025,수심 30m 이하의 다이빙 후 권장되는 수면 휴식 시간 계산법은 무엇입니까?,,다이빙 시간과 동일하게,다이빙 시간의 2배,다이빙 시간의 3배,다이빙 수심(m)과 동일한 시간(분),2,다이빙 시간의 2배,"수심 30m 이하의 다이빙에서는 감압병(DCS)의 위험을 줄이기 위해 최소한 다이빙 시간의 2배만큼 수면에서 휴식을 취하는 것을 권장합니다. (출처: AIDA3 Korean Slides Set.pdf, p.65)",medium,프리다이빙과 건강,multiple_choice,"수면 휴식, 감압병, DCS, 경험법칙"
Q_0026,AIDA3 Advanced Freediver 과정의 수중 평가 항목 중 CWT(Constant Weight)의 최소 요구 수심은 얼마입니까?,,16-20m,24-30m,30-40m,40-50m,2,24-30m,"AIDA3 과정의 CWT 최소 요구 수심은 24m에서 최대 30m 사이입니다. (출처: AIDA3 Korean ADVANCED Freediver Course Completion Form.pdf, p.1)",medium,AIDA3 과정,multiple_choice,"AIDA3, CWT, 평가 기준, 최소 수심"
Q_0027,AIDA3 시험의 최소 합격 점수는 몇 점입니까?,,60점,70점,75점,80점,3,75점,"AIDA3 시험에 합격하기 위해서는 최소 75% 이상의 점수를 받아야 합니다. (출처: AIDA level 3 Guidelines V3.0 (2018).pdf, p.2)",easy,AIDA3 과정,multiple_choice,"AIDA3, 시험, 합격 점수"
Q_0028,수심 20m 이상을 다이빙할 때 필수적으로 착용해야 하는 안전 장비는 무엇입니까?,,랜야드,다이빙 컴퓨터,나이프,부이,1,랜야드,"안전을 위해 수심 20m를 초과하여 다이빙할 경우 가이드 라인에 연결하는 랜야드 착용이 의무화됩니다. (출처: AIDA level 3 Guidelines V3.0 (2018).pdf, p.5)",easy,안전,multiple_choice,"랜야드, 안전 장비, 필수 장비"
Q_0029,"폐의 잔기량(RV, Residual Volume)에 대한 설명으로 옳은 것은?",,최대한 숨을 들이마신 후의 공기량,평상시 호흡으로 폐에 남아있는 공기량,최대한 숨을 내뱉은 후에도 폐에 남아있는 공기량,폐활량과 일회호흡량의 합,3,최대한 숨을 내뱉은 후에도 폐에 남아있는 공기량,"잔기량(RV)은 최대로 숨을 내쉬고 난 후에도 폐와 기도에 남아있는 공기의 양을 의미합니다. (출처: AIDA3 Manual v1.06 revised version Aug 2021 (1).pdf, p.36)",medium,수중의 폐,multiple_choice,"잔기량, RV, 폐용량"
Q_0030,다이빙 중 근육 경련(쥐)이 발생했을 때의 자가 구조 방법으로 옳은 것은?,,즉시 상승을 멈추고 버디를 기다린다.,경련이 발생한 근육을 수축시킨다.,경련이 발생한 근육을 부드럽게 스트레칭한다.,상승 속도를 높여 빠르게 수면으로 올라간다.,3,경련이 발생한 근육을 부드럽게 스트레칭한다.,"다리 경련 발생 시, 해당 근육을 부드럽게 스트레칭하여 풀어주는 것이 일반적인 대처법입니다. 예를 들어 종아리 경련 시 핀 끝을 잡고 다리를 쭉 펴줍니다. (출처: AIDA level 3 Guidelines V3.0 (2018).pdf, p.4)",medium,응급처치 및 구조,multiple_choice,"근육 경련, 쥐, 자가 구조, 스트레칭"
Q_0031,상승 중인 프리다이버의 버디(세이프티 다이버)가 최소한 만나야 하는 수심은 얼마입니까?,,-5m,-10m,-15m,-20m,2,-10m,"AIDA 표준 절차에 따르면, 세이프티 다이버는 상승하는 다이버를 최소 수심 10m에서 만나 함께 상승해야 합니다. 이는 얕은 수심 의식상실의 위험이 가장 큰 구간에서 다이버를 보호하기 위함입니다. (출처: AIDA3 Manual v1.06 revised version Aug 2021 (1).pdf, p.58)",medium,안전 및 구조,multiple_choice,"세이프티 다이버, 버디, 상승, 얕은 수심 의식상실"
Q_0032,CO2 훈련 테이블의 주된 목적은 무엇입니까?,,저산소증에 대한 내성 강화,이산화탄소 증가에 대한 내성 강화,폐활량 증대,근력 강화,2,이산화탄소 증가에 대한 내성 강화,"CO2 테이블 훈련은 숨을 참는 동안 체내에 축적되는 이산화탄소 농도 증가에 대한 신체적, 정신적 내성을 기르는 것을 목표로 합니다. (출처: AIDA3 Korean Final Exam A.pdf, 문제 16)",easy,훈련 계획,multiple_choice,"CO2 테이블, 이산화탄소, 내성 훈련"
Q_0033,다음 중 폐압착(Lung Squeeze) 발생 시 나타나는 징후나 증상으로 볼 수 있는 것을 모두 고르시오.,,"가슴의 답답함, 쌕쌕거리는 숨소리, 분홍색 거품을 토함, 피로감","어지러움, 사지 감각 없음","코피, 이명",급격한 체온 저하,1,"가슴의 답답함, 쌕쌕거리는 숨소리, 분홍색 거품을 토함, 피로감","폐압착은 폐 조직 손상으로 인해 발생하며, 가슴의 답답함, 호흡 곤란, 쌕쌕거림, 분홍색 거품이 섞인 액체 배출, 극심한 피로감 등의 증상을 동반할 수 있습니다. (출처: AIDA3 Korean Final Exam A.pdf, 문제 21)",hard,기압성외상,multiple_choice,"폐압착, Lung Squeeze, 증상, 징후"
Q_0034,수면에서 공기의 산소 부분압(ppO2)은 약 얼마입니까?,,0.16 bar,0.21 bar,0.79 bar,1.0 bar,2,0.21 bar,"일반적으로 공기는 약 21%의 산소와 79%의 질소로 구성됩니다. 수면(1기압)에서 산소의 부분압은 1 bar * 21% = 0.21 bar 입니다. (출처: AIDA3 Korean Final Exam A.pdf, 문제 2)",easy,물리학,multiple_choice,"산소, 부분압, ppO2, 돌턴의 법칙"
Q_0035,총폐용량(TLC)이 6리터인 사람의 평균적인 잔기량(RV)은 얼마입니까?,,1.0L,1.5L,2.0L,2.5L,2,1.5L,"일반적으로 잔기량(RV)은 총폐용량(TLC)의 약 25%를 차지합니다. 따라서 TLC가 6L인 경우 RV는 6L * 25% = 1.5L로 계산할 수 있습니다. (출처: AIDA3 Manual v1.06 revised version Aug 2021 (1).pdf, p.36)",medium,수중의 폐,multiple_choice,"총폐용량, TLC, 잔기량, RV, 폐용량"
Q_0036,초과호흡 시 '보어 효과'로 인해 어떤 현상이 발생합니까?,,헤모글로빈이 산소를 더 쉽게 방출한다.,헤모글로빈과 산소의 결합이 더 강해진다.,혈액의 산성도가 증가한다.,뇌 혈류량이 증가한다.,2,헤모글로빈과 산소의 결합이 더 강해진다.,"초과호흡으로 혈중 이산화탄소 농도가 낮아지면 혈액이 알칼리화됩니다. 보어 효과에 따라, 이는 헤모글로빈과 산소의 결합을 더 강하게 만들어 조직으로의 산소 방출을 어렵게 합니다. (출처: AIDA3 Manual v1.06 revised version Aug 2021 (1).pdf, p.12)",hard,생리학,multiple_choice,"보어 효과, 초과호흡, 헤모글로빈, 산소"
Q_0037,AIDA3 어드밴스드 프리다이버 과정에서 배우는 자유하강(Free Fall)의 주된 이점은 무엇입니까?,,하강 속도 증가,상승 속도 증가,산소 소모량 절약,수중 유영 자세 교정,3,산소 소모량 절약,"자유하강은 음성 부력을 이용하여 힘을 들이지 않고 하강하는 기술입니다. 이를 통해 다이버는 불필요한 에너지 소모를 줄여 산소를 절약하고 더 깊고 편안한 다이빙을 할 수 있습니다. (출처: AIDA3 Manual v1.06 revised version Aug 2021 (1).pdf, p.47)",medium,부력 및 자유하강,multiple_choice,"자유하강, Free Fall, 산소 소모, 에너지 보존"
Q_0038,중성부력(Neutral Buoyancy)을 너무 얕은 수심에 설정할 경우 발생할 수 있는 문제점은 무엇입니까?,,상승이 어려워져 위험할 수 있다.,하강이 어려워져 위험할 수 있다.,압력평형이 더 잘된다.,포유류 잠수 반응이 더 빨리 온다.,1,상승이 어려워져 위험할 수 있다.,"중성부력을 너무 얕게 설정한다는 것은 웨이트를 과도하게 착용했다는 의미입니다. 이는 하강은 쉬울 수 있으나, 상승 시 더 많은 음성부력을 극복해야 하므로 더 많은 에너지를 소모하게 만들어 안전상 위험할 수 있습니다. (출처: AIDA3 Manual v1.06 revised version Aug 2021 (1).pdf, p.47)",medium,부력,multiple_choice,"중성부력, 웨이트, 안전, 상승"
Q_0039,다음 중 포유류 잠수 반응(MDR)을 유발하는 자극이 아닌 것은 무엇입니까?,,숨참기 (CO2 증가),얼굴을 물에 담그기,주변 압력 상승,따뜻한 수온,4,따뜻한 수온,"포유류 잠수 반응(MDR)은 숨참기, 얼굴을 포함한 몸이 물에 잠기는 것, 압력 상승, 그리고 '낮은 수온'에 의해 유발되거나 강화됩니다. 따뜻한 수온은 MDR 유발 자극이 아닙니다. (출처: AIDA3 Manual v1.06 revised version Aug 2021 (1).pdf, p.78)",easy,포유류 잠수 반응,multiple_choice,"MDR, 포유류 잠수 반응, 유발 자극"
Q_0040,고막 천공(eardrum perforation)이 의심될 때 가장 먼저 해야 할 일은 무엇입니까?,,다이빙을 즉시 중단하고 물 밖으로 나온다.,반대쪽 귀의 압력평형을 시도한다.,통증이 사라질 때까지 수심을 유지한다.,버디에게 상승 신호를 보낸 후 혼자 상승한다.,1,다이빙을 즉시 중단하고 물 밖으로 나온다.,"고막 천공은 즉각적인 통증, 현기증 등을 유발할 수 있으며 중이 감염의 위험이 매우 큽니다. 따라서 즉시 다이빙을 중단하고 물 밖으로 나와 귀를 건조하게 유지하고 의료 전문가의 진료를 받아야 합니다. (출처: AIDA3 Korean Final Exam A.pdf, 문제 1)",easy,기압성외상,multiple_choice,"고막 천공, 응급처치, 기압성외상"
Q_0041,다음 폐 용적 중 '최대한 숨을 내쉰 후 폐에 남아있는 공기의 양'을 의미하는 것은 무엇입니까?,,총폐용량 (TLC),잔기량 (RV),폐활량 (VC),일회호흡량 (TV),2,잔기량 (RV),"잔기량(RV)은 최대한 강제로 숨을 내쉬었음에도 불구하고 폐와 기도에 남아있는 공기의 양을 정의합니다. (출처: AIDA3 Korean Final Exam A.pdf, 문제 7)",easy,수중의 폐,multiple_choice,"폐용적, 잔기량, RV"
Q_0042,수심 10m에서 마스크를 분실한 상황을 가정하고 상승하는 훈련의 목적은 무엇입니까?,,시야 확보 능력 향상,실제 마스크 분실 상황에 대한 자신감 배양,압력평형 기술 연마,핀킥 기술 향상,2,실제 마스크 분실 상황에 대한 자신감 배양,"이 훈련은 실제 다이빙 중 마스크를 잃어버리는 예기치 않은 상황이 발생했을 때 당황하지 않고 안전하게 상승할 수 있도록 대비하는 자신감과 문제 해결 능력을 기르는 데 목적이 있습니다. (출처: AIDA level 3 Guidelines V3.0 (2018).pdf, p.4)",medium,개방 수역 기술,multiple_choice,"마스크, 비상 절차, 자신감, 안전"
Q_0043,프리다이빙에서 '덕 다이브(Duck Dive)'의 주된 목적은 무엇입니까?,,수면에서 최소한의 노력으로 효율적으로 하강하기 위해,수중에서 방향을 전환하기 위해,상승 속도를 조절하기 위해,수면에서 휴식을 취하기 위해,1,수면에서 최소한의 노력으로 효율적으로 하강하기 위해,"덕 다이브는 수면에서 하강을 시작할 때, 수면의 부력을 효과적으로 극복하고 최소한의 에너지로 부드럽고 효율적인 하강 자세를 만들기 위한 필수 기술입니다. (출처: AIDA3 Manual v1.06 revised version Aug 2021 (1).pdf, p.3)",easy,개방 수역 기술,multiple_choice,"덕 다이브, Duck Dive, 하강, 효율성"
Q_0044,DYN(Dynamic Apnea) CO2 테이블 훈련의 주요 이점은 무엇입니까?,,오로지 저산소증 내성만 강화한다.,이산화탄소 내성과 젖산 내성을 함께 강화한다.,폐의 유연성을 증가시킨다.,정신적 안정감만 향상시킨다.,2,이산화탄소 내성과 젖산 내성을 함께 강화한다.,"DYN과 같은 동적 무호흡으로 CO2 테이블을 수행하면, 이산화탄소 내성뿐만 아니라 근육 활동으로 인해 생성되는 젖산에 대한 내성도 함께 훈련하는 효과가 있습니다. (출처: AIDA3 Manual v1.06 revised version Aug 2021 (1).pdf, p.71)",medium,훈련 계획,multiple_choice,"DYN, CO2 테이블, 젖산 내성, 동적 무호흡"
Q_0045,침수 이뇨(Immersion Diuresis) 현상이 발생하는 주된 생리학적 기전은 무엇입니까?,,초과호흡으로 인한 혈액의 알칼리화,말초혈관수축으로 인한 중심 혈량 증가,비장 수축으로 인한 적혈구 증가,대사율 저하로 인한 체온 감소,2,말초혈관수축으로 인한 중심 혈량 증가,"차가운 물에 들어가면 말초혈관이 수축하여(MDR의 일부) 팔다리의 혈액이 몸의 중심부로 이동합니다. 신체는 이를 체액 과다 상태로 인식하고, 신장에서 소변 생성을 촉진하여 과도한 체액을 배출하려고 합니다. (출처: AIDA3 Manual v1.06 revised version Aug 2021 (1).pdf, p.85)",hard,포유류 잠수 반응,multiple_choice,"침수 이뇨, MDR, 말초혈관수축, 소변"
Q_0046,"STA(Static Apnea) 웜업 테이블을 계획할 때, 숨참기 시간을 결정하는 가장 이상적인 기준은 무엇입니까?",,정해진 시간(예: 2분),개인 최고 기록의 80%,첫 번째 횡격막 수축(contraction)이 오는 시점,버디가 지정해주는 시간,3,첫 번째 횡격막 수축(contraction)이 오는 시점,"매일 컨디션이 다르므로 정해진 시간보다 몸의 실제 반응인 첫 횡격막 수축을 기준으로 웜업을 진행하는 것이 과도한 훈련을 방지하고 그날의 컨디션에 맞는 효과적인 웜업을 가능하게 합니다. (출처: AIDA3 Manual v1.06 revised version Aug 2021 (1).pdf, p.66)",medium,훈련 계획,multiple_choice,"웜업, STA, 횡격막 수축, 컨트랙션"
